"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GGNBP2",1477.44419577231,0.222935408163479,0.0649032213178251,3.43488972714905,0.000592794997859259,0.0102729088523541
"GGH",3974.08576118079,0.322997467473958,0.0724888156692383,4.45582486749092,8.35712363588624e-06,0.000260111928249945
"GCLM",1656.56099064991,1.62233784675143,0.226523901388839,7.16188374297252,7.95758960990661e-13,7.11891799290441e-11
"GAPDHP63",2288.79627327476,0.372635301752571,0.095358512486394,3.90772980866013,9.31674103265616e-05,0.00218075553458898
"GALNT1",3298.4456540649,0.939592002614594,0.241034331402766,3.89816669329376,9.69236906244948e-05,0.00224713039579477
"GALE",1486.53277640071,0.373033348380779,0.127477759673805,2.92626219142313,0.00343061675497655,0.0445432739303072
"GABPB2",506.129005423789,1.24892700434534,0.125986162657489,9.91320775235226,3.64743690047303e-23,7.00266902453737e-21
"G2E3",2738.16611247291,0.400321483497111,0.104527898150002,3.82980515807016,0.000128244760691149,0.00283116049861713
"FSTL3",1343.6901042422,0.294086515339858,0.0845659599945681,3.47759920609602,0.000505925792556474,0.00903318079144459
"FOXO3",3944.28459520785,0.208215196462581,0.0628761845746011,3.31151131181535,0.000927934883366751,0.0151005936686549
"FLNB-AS1",40.3705828193887,0.902569886029809,0.256395469215948,3.5202255671282,0.000431179936959565,0.00790994152031039
"FKBP5",3669.48679632517,0.484023837426381,0.0651125376504898,7.43365033666047,1.05641000541468e-13,1.02561805468867e-11
"FECH",2731.48676950745,0.453739847054905,0.118584341728831,3.82630489354556,0.000130081160079641,0.00286046121677656
"FCF1P8",155.388157181808,2.74388948866347,0.437412104264496,6.27300767837071,3.54139435040961e-10,2.32737712559419e-08
"FCF1P7",88.1479820840404,2.68000644627648,0.456785734962832,5.86709750578035,4.43489897402005e-09,2.55148548044042e-07
"FCF1P6",296.677119933111,2.67998818971628,0.420945530889344,6.36659138310411,1.93275167912622e-10,1.31573418092548e-08
"FCF1P1",46.410948373102,2.39700944594768,0.541523451671651,4.42641853930472,9.58105404628828e-06,0.000289242880722487
"FCF1",1442.04247992781,2.64131689095121,0.382597459645794,6.90364461226826,5.06850079556324e-12,4.09492135233112e-10
"FBXW2",4036.53075169385,0.405193115219621,0.0382551950534747,10.5918454906118,3.25117980016483e-26,8.16954547726713e-24
"FBXO30",1844.62689672191,0.573436168075434,0.142470719479572,4.02494049423016,5.69897243578708e-05,0.00140517088037942
"FBXL5",3694.7485468894,0.309709656902439,0.0924013450115246,3.35178732369979,0.000802916737948248,0.0133587519973921
"FANCM",1082.8383268917,0.566178142133667,0.190596568706716,2.97055789605995,0.00297259368778925,0.0394047388233164
"FANCC",914.926982551282,1.30336547111906,0.0864236634902246,15.0811180466388,2.15587068352572e-51,1.60162445084365e-48
"FAM91A3P",346.200688342681,0.967380941122031,0.132530145709213,7.29932752993861,2.89209520693282e-13,2.68571906526419e-11
"FAM91A1",1551.92696433457,1.01394523832361,0.0494245348347069,20.5150183348128,1.58108976725221e-93,3.37701010662982e-90
"FAM76A",569.871268748246,0.721481164720705,0.20561991209155,3.50880981020687,0.000450116656320387,0.00819951311998556
"FAM72D",395.237021342715,0.803141490866402,0.228161058218222,3.5200638405974,0.00043144293889678,0.00790994152031039
"FAM72B",569.487579676454,0.73419642723054,0.0713827250635239,10.285351625021,8.20420666361254e-25,1.89439566569118e-22
"FAM72A",488.535051733928,0.826917787558479,0.262072047758281,3.15530707922417,0.00160329259259473,0.0235761278224322
"FAM234B",1303.20838156383,0.471493888112477,0.121899149559682,3.8679013743376,0.000109776044296817,0.00249433945332408
"FAM234A",3579.99038538816,0.987546919128016,0.0500690703625088,19.7236919315259,1.35004802888525e-86,2.30682706695622e-83
"FAM177A1",2499.47858038194,0.300454748548863,0.071844757754152,4.18199960499553,2.88956472072822e-05,0.000775101921241494
"FAM102A",3161.32085422591,0.486472949111443,0.0807977110129034,6.02087538140472,1.73476285260273e-09,1.05113095256818e-07
"EXOC6",879.297554216894,1.15622075622808,0.322343013186376,3.58692668657148,0.000334598348112341,0.0063596017510518
"EXOC5P1",1315.81378345966,0.276625050712913,0.0766497248670008,3.60895034121649,0.000307438447781865,0.00594253479326779
"EXOC5",3829.04617127766,0.410542378383303,0.0558408413024752,7.35200918910772,1.9524938070791e-13,1.83309130118464e-11
"ERLIN1",6615.98886090876,0.574572885240109,0.0535250569775889,10.734652472779,6.99817803249728e-27,1.81178587941335e-24
